galaxy,r_kpc,v_obs_kms,v_err_kms,v_disk_kms,v_bulge_kms,v_gas_kms,D_Mpc,D_err_Mpc,i_deg,i_err_deg,L36_tot,M_HI,L36_disk,L36_bulge
UGC02885,70.19,298.0,10.0,158.17,54.68,85.86,80.6,8.06,64.0,4.0,403.525,40.075,,
UGC02885,74.07,298.0,10.0,152.97,53.23,86.26,80.6,8.06,64.0,4.0,403.525,40.075,,
UGC02916,0.37,183.0,47.6,11.2,123.59,-2.62,65.4,9.8,50.0,5.0,124.153,23.273,,
UGC02916,0.74,196.0,40.7,21.14,191.42,-3.79,65.4,9.8,50.0,5.0,124.153,23.273,,
UGC02916,1.11,205.0,14.1,30.05,218.87,-4.87,65.4,9.8,50.0,5.0,124.153,23.273,,
UGC02916,1.48,211.0,7.89,38.06,240.05,-5.72,65.4,9.8,50.0,5.0,124.153,23.273,,
UGC02916,1.84,214.0,1.48,45.23,258.74,-6.31,65.4,9.8,50.0,5.0,124.153,23.273,,
UGC02916,2.21,214.0,1.5,51.92,273.65,-6.65,65.4,9.8,50.0,5.0,124.153,23.273,,
UGC02916,2.6,213.0,2.64,58.41,280.2,-6.69,65.4,9.8,50.0,5.0,124.153,23.273,,
UGC02916,2.96,211.0,4.5,63.99,275.3,-6.41,65.4,9.8,50.0,5.0,124.153,23.273,,
UGC02916,3.17,210.0,8.68,66.97,274.94,-6.08,65.4,9.8,50.0,5.0,124.153,23.273,,
UGC02916,3.33,209.0,3.0,69.15,273.2,-5.72,65.4,9.8,50.0,5.0,124.153,23.273,,
UGC02916,3.7,207.0,1.6,74.09,268.56,-4.34,65.4,9.8,50.0,5.0,124.153,23.273,,
UGC02916,4.07,206.0,1.73,78.64,262.81,0.84,65.4,9.8,50.0,5.0,124.153,23.273,,
UGC02916,4.44,205.0,3.45,83.02,255.92,5.14,65.4,9.8,50.0,5.0,124.153,23.273,,
UGC02916,4.81,205.0,2.77,87.31,248.41,7.67,65.4,9.8,50.0,5.0,124.153,23.273,,
UGC02916,5.18,206.0,7.48,90.63,241.01,9.9,65.4,9.8,50.0,5.0,124.153,23.273,,
UGC02916,5.55,207.0,5.02,91.17,233.88,12.08,65.4,9.8,50.0,5.0,124.153,23.273,,
UGC02916,5.92,208.0,7.7,91.98,227.13,14.21,65.4,9.8,50.0,5.0,124.153,23.273,,
UGC02916,6.28,210.0,1.95,93.75,220.9,16.44,65.4,9.8,50.0,5.0,124.153,23.273,,
UGC02916,6.34,210.0,4.78,94.14,219.93,16.75,65.4,9.8,50.0,5.0,124.153,23.273,,
UGC02916,6.65,212.0,1.96,96.53,214.9,18.67,65.4,9.8,50.0,5.0,124.153,23.273,,
UGC02916,7.03,214.0,0.76,99.17,209.22,20.8,65.4,9.8,50.0,5.0,124.153,23.273,,
UGC02916,7.39,215.0,2.22,101.39,204.19,22.73,65.4,9.8,50.0,5.0,124.153,23.273,,
UGC02916,7.77,216.0,1.76,103.08,199.24,24.56,65.4,9.8,50.0,5.0,124.153,23.273,,
UGC02916,8.14,217.0,1.53,105.18,194.76,26.28,65.4,9.8,50.0,5.0,124.153,23.273,,
UGC02916,8.51,218.0,7.7,106.86,190.42,27.91,65.4,9.8,50.0,5.0,124.153,23.273,,
UGC02916,8.88,218.0,6.86,108.2,186.31,29.33,65.4,9.8,50.0,5.0,124.153,23.273,,
UGC02916,9.25,218.0,8.37,109.65,182.7,30.55,65.4,9.8,50.0,5.0,124.153,23.273,,
UGC02916,9.52,218.0,3.93,110.49,180.08,31.16,65.4,9.8,50.0,5.0,124.153,23.273,,
UGC02916,9.62,218.0,4.05,110.78,179.14,31.36,65.4,9.8,50.0,5.0,124.153,23.273,,
UGC02916,9.99,217.0,20.2,111.77,175.79,32.17,65.4,9.8,50.0,5.0,124.153,23.273,,
UGC02916,10.4,217.0,4.2,112.69,172.23,33.08,65.4,9.8,50.0,5.0,124.153,23.273,,
UGC02916,10.71,216.0,3.16,113.45,169.76,34.0,65.4,9.8,50.0,5.0,124.153,23.273,,
UGC02916,11.12,215.0,6.72,114.16,166.6,35.01,65.4,9.8,50.0,5.0,124.153,23.273,,
UGC02916,12.67,212.0,1.82,115.88,156.1,39.99,65.4,9.8,50.0,5.0,124.153,23.273,,
UGC02916,12.98,211.0,16.6,116.15,154.24,41.0,65.4,9.8,50.0,5.0,124.153,23.273,,
UGC02916,15.86,209.0,8.38,115.82,139.51,52.47,65.4,9.8,50.0,5.0,124.153,23.273,,
UGC02916,19.05,215.0,13.2,112.66,127.33,66.17,65.4,9.8,50.0,5.0,124.153,23.273,,
UGC02916,22.14,215.0,13.9,108.18,118.11,76.32,65.4,9.8,50.0,5.0,124.153,23.273,,
UGC02916,25.34,210.0,10.6,102.95,110.4,79.67,65.4,9.8,50.0,5.0,124.153,23.273,,
UGC02916,28.53,196.0,12.8,97.69,104.04,78.35,65.4,9.8,50.0,5.0,124.153,23.273,,
UGC02916,31.72,185.0,11.5,92.71,98.67,74.49,65.4,9.8,50.0,5.0,124.153,23.273,,
UGC02916,34.91,182.0,10.8,88.3,94.06,72.76,65.4,9.8,50.0,5.0,124.153,23.273,,
UGC02916,38.0,181.0,10.3,85.07,90.15,70.63,65.4,9.8,50.0,5.0,124.153,23.273,,
UGC03205,0.28,107.0,30.2,13.69,91.46,-1.6,50.0,10.0,67.0,4.0,113.642,9.677,,
UGC03205,0.55,121.0,15.6,26.0,143.82,-2.32,50.0,10.0,67.0,4.0,113.642,9.677,,
UGC03205,0.83,134.0,8.69,37.95,161.88,-3.04,50.0,10.0,67.0,4.0,113.642,9.677,,
UGC03205,1.39,157.0,12.5,60.02,171.18,-4.39,50.0,10.0,67.0,4.0,113.642,9.677,,
UGC03205,1.65,168.0,11.7,69.62,173.79,-4.98,50.0,10.0,67.0,4.0,113.642,9.677,,
UGC03205,3.04,207.0,8.04,115.86,156.1,-7.06,50.0,10.0,67.0,4.0,113.642,9.677,,
UGC03205,3.32,213.0,6.53,124.12,149.78,-7.33,50.0,10.0,67.0,4.0,113.642,9.677,,
UGC03205,3.59,218.0,11.2,132.68,144.22,-7.54,50.0,10.0,67.0,4.0,113.642,9.677,,
UGC03205,3.87,222.0,6.05,142.15,138.97,-7.69,50.0,10.0,67.0,4.0,113.642,9.677,,
UGC03205,4.15,226.0,5.41,153.48,134.27,-7.79,50.0,10.0,67.0,4.0,113.642,9.677,,
UGC03205,4.43,229.0,5.96,164.2,129.95,-7.83,50.0,10.0,67.0,4.0,113.642,9.677,,
UGC03205,4.7,232.0,7.41,172.5,126.18,-7.81,50.0,10.0,67.0,4.0,113.642,9.677,,
UGC03205,4.97,234.0,6.1,178.86,122.67,-7.72,50.0,10.0,67.0,4.0,113.642,9.677,,
UGC03205,5.25,235.0,3.89,184.4,119.35,-7.58,50.0,10.0,67.0,4.0,113.642,9.677,,
UGC03205,5.52,236.0,9.03,190.48,116.43,-7.35,50.0,10.0,67.0,4.0,113.642,9.677,,
UGC03205,5.8,237.0,10.0,196.76,113.55,-7.05,50.0,10.0,67.0,4.0,113.642,9.677,,
UGC03205,6.08,237.0,7.36,202.21,110.91,-6.7,50.0,10.0,67.0,4.0,113.642,9.677,,
UGC03205,6.36,237.0,10.2,207.12,108.43,-6.27,50.0,10.0,67.0,4.0,113.642,9.677,,
UGC03205,6.63,236.0,10.4,210.37,106.22,-5.76,50.0,10.0,67.0,4.0,113.642,9.677,,
UGC03205,6.91,236.0,5.83,212.88,104.02,-5.16,50.0,10.0,67.0,4.0,113.642,9.677,,
